GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
10015	9.97e-01	8.21e-01	0.177	0.226467	0.040006	2027.45	PDCD6IP	programmed cell death 6 interacting protein
9941	9.97e-01	3.53e-01	0.267	0.928998	0.248244	154.11	EXOG	exo/endonuclease G
55129	9.97e-01	9.27e-01	0.276	-0.092193	-0.025444	183.6	ANO10	anoctamin 10
22908	9.97e-01	5.60e-01	0.227	0.582313	0.132301	401.14	SACM1L	SAC1 like phosphatidylinositide phosphatase
1230	9.97e-01	5.90e-01	0.305	0.538716	0.164322	149.96	CCR1	C-C motif chemokine receptor 1
6599	9.97e-01	5.53e-01	0.285	0.592917	0.168913	157.4	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1
5859	9.97e-01	3.67e-01	0.245	-0.902546	-0.221034	327.04	QARS1	glutaminyl-tRNA synthetase 1
2876	9.97e-01	9.50e-01	0.163	-0.062137	-0.010137	1936.5	GPX1	glutathione peroxidase 1
387	9.97e-01	6.80e-01	0.151	0.412668	0.062404	4754.92	RHOA	ras homolog family member A
1605	9.97e-01	8.65e-01	0.214	-0.170378	-0.036524	693.53	DAG1	dystroglycan 1
7866	9.97e-01	7.78e-01	0.236	-0.282299	-0.066539	209.49	IFRD2	interferon related developmental regulator 2
6159	9.97e-01	6.18e-01	0.162	-0.499262	-0.080941	2673.95	RPL29	ribosomal protein L29
11344	9.97e-01	8.58e-01	0.185	0.179256	0.033205	827.1	TWF2	twinfilin actin binding protein 2
5580	9.97e-01	7.03e-01	0.246	-0.380678	-0.093635	228.35	PRKCD	protein kinase C delta
9223	9.97e-01	5.35e-01	0.296	0.620226	0.183332	166.97	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1
9039	9.97e-01	4.38e-01	0.242	0.775442	0.18728	174.48	UBA3	ubiquitin like modifier activating enzyme 3
25978	9.97e-01	3.66e-01	0.303	0.903761	0.273985	199.32	CHMP2B	charged multivesicular body protein 2B
1371	9.97e-01	5.35e-01	0.258	0.620848	0.159882	256.73	CPOX	coproporphyrinogen oxidase
6152	9.97e-01	5.71e-01	0.173	-0.566668	-0.098156	1783.19	RPL24	ribosomal protein L24
64422	9.97e-01	9.13e-01	0.206	0.109226	0.022472	518.26	ATG3	autophagy related 3
55032	9.97e-01	5.39e-01	0.179	0.613581	0.109646	597.05	SLC35A5	solute carrier family 35 member A5
51300	9.97e-01	7.87e-01	0.229	0.270009	0.061808	349.8	TIMMDC1	translocase of inner mitochondrial membrane domain containing 1
8856	9.97e-01	9.37e-01	0.17	-0.078986	-0.013417	585.66	NR1I2	nuclear receptor subfamily 1 group I member 2
2932	9.97e-01	6.76e-01	0.237	-0.418145	-0.099056	314.14	GSK3B	glycogen synthase kinase 3 beta
10954	9.97e-01	9.38e-01	0.294	0.078386	0.023028	150.6	PDIA5	protein disulfide isomerase family A member 5
4638	9.97e-01	3.05e-01	0.332	1.025351	0.340179	190.56	MYLK	myosin light chain kinase
8607	9.97e-01	9.51e-01	0.279	0.061171	0.017062	155.86	RUVBL1	RuvB like AAA ATPase 1
8930	9.97e-01	3.02e-01	0.212	-1.033077	-0.21876	304.3	MBD4	methyl-CpG binding domain 4, DNA glycosylase
27032	9.97e-01	4.01e-01	0.206	-0.840447	-0.173282	873.64	ATP2C1	ATPase secretory pathway Ca2+ transporting 1
11222	9.97e-01	6.23e-01	0.323	-0.491523	-0.158565	221.1	MRPL3	mitochondrial ribosomal protein L3
4690	9.97e-01	4.49e-01	0.224	0.75782	0.169556	237.38	NCK1	NCK adaptor protein 1
107986136	9.97e-01	4.49e-01	0.224	0.75782	0.169556	237.38	IL20RB-AS1	IL20RB antisense RNA 1
55179	9.97e-01	6.56e-01	0.286	0.445336	0.127187	192.99	FAIM	Fas apoptotic inhibitory molecule
5357	9.97e-01	9.27e-01	0.239	0.091248	0.021766	722.68	PLS1	plastin 1
5359	9.97e-01	6.46e-01	0.201	0.459108	0.092205	376.19	PLSCR1	phospholipid scramblase 1
4154	9.97e-01	4.80e-01	0.158	0.705838	0.111421	1621.86	MBNL1	muscleblind like splicing regulator 1
25976	9.97e-01	6.95e-01	0.223	0.39168	0.087166	529.82	TIPARP	TCDD inducible poly(ADP-ribose) polymerase
10051	9.97e-01	4.69e-01	0.297	-0.724507	-0.215353	142.27	SMC4	structural maintenance of chromosomes 4
7095	9.97e-01	6.77e-01	0.271	-0.416444	-0.113007	266.96	SEC62	SEC62 homolog, preprotein translocation factor
6514	9.97e-01	7.36e-01	0.182	0.336919	0.061418	2214.6	SLC2A2	solute carrier family 2 member 2
86	9.97e-01	8.34e-01	0.198	-0.210013	-0.041656	452.2	ACTL6A	actin like 6A
23200	9.97e-01	7.42e-01	0.286	-0.328739	-0.094121	197.26	ATP11B	ATPase phospholipid transporting 11B (putative)
54800	9.97e-01	6.43e-01	0.249	0.463931	0.115644	318.42	KLHL24	kelch like family member 24
10057	9.97e-01	8.17e-01	0.267	0.231526	0.061868	265.86	ABCC5	ATP binding cassette subfamily C member 5
1981	9.97e-01	3.28e-01	0.151	-0.978899	-0.148093	1772.31	EIF4G1	eukaryotic translation initiation factor 4 gamma 1
3280	9.97e-01	9.74e-01	0.317	-0.032114	-0.010169	224.85	HES1	hes family bHLH transcription factor 1
727956	9.97e-01	4.66e-01	0.319	0.728745	0.232766	202.87	SDHAP2	SDHA pseudogene 2
255812	9.97e-01	4.72e-01	0.318	0.718618	0.228761	202.63	SDHAP1	SDHA pseudogene 1
622	9.97e-01	7.84e-01	0.275	-0.273745	-0.075144	397.12	BDH1	3-hydroxybutyrate dehydrogenase 1
220729	9.97e-01	4.60e-01	0.266	0.738428	0.196665	292.23	SDHAP4	SDHA pseudogene 4
7884	9.97e-01	8.30e-01	0.303	-0.214572	-0.06501	151.48	SLBP	stem-loop binding protein
51056	9.97e-01	3.58e-01	0.2	0.919967	0.183545	1612.09	LAP3	leucine aminopeptidase 3
1665	9.97e-01	9.00e-01	0.17	0.125108	0.021273	968.12	DHX15	DEAH-box helicase 15
6133	9.97e-01	5.41e-01	0.187	-0.611477	-0.114342	516.22	RPL9	ribosomal protein L9
7358	9.97e-01	9.20e-01	0.174	0.100132	0.017448	6252.75	UGDH	UDP-glucose 6-dehydrogenase
3093	9.97e-01	7.52e-01	0.186	0.316349	0.058851	1526.47	UBE2K	ubiquitin conjugating enzyme E2 K
26511	9.97e-01	4.66e-01	0.226	0.728194	0.164294	188.8	CHIC2	cysteine rich hydrophobic domain 2
10606	9.97e-01	7.96e-01	0.211	0.258668	0.05462	750.06	PAICS	phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase
6731	9.97e-01	8.40e-01	0.234	0.202365	0.047291	393.7	SRP72	signal recognition particle 72
7364	9.97e-01	4.10e-01	0.16	0.824432	0.131851	17365.7	UGT2B7	UDP glucuronosyltransferase family 2 member B7
213	9.97e-01	5.00e-01	0.187	-0.674717	-0.126424	109998.83	ALB	albumin
3576	9.97e-01	8.84e-01	1.229	-0.145809	-0.179245	1850.06	CXCL8	C-X-C motif chemokine ligand 8
9908	9.97e-01	7.70e-01	0.232	0.292246	0.067947	620.64	G3BP2	G3BP stress granule assembly factor 2
8615	9.97e-01	9.48e-01	0.182	-0.065592	-0.011911	585.4	USO1	USO1 vesicle transport factor
58478	9.97e-01	3.78e-01	0.208	-0.880684	-0.183443	298.27	ENOPH1	enolase-phosphatase 1
53343	9.97e-01	4.40e-01	0.201	-0.772574	-0.155138	1233.98	NUDT9	nudix hydrolase 9
6696	9.97e-01	5.20e-01	0.394	-0.643616	-0.253821	204.48	SPP1	secreted phosphoprotein 1
126	9.97e-01	3.61e-01	0.336	0.912515	0.306391	163.32	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide
79982	9.97e-01	8.86e-01	0.207	-0.143062	-0.029546	588.26	DNAJB14	DnaJ heat shock protein family (Hsp40) member B14
3015	9.97e-01	4.76e-01	0.148	0.712942	0.105306	1553.14	H2AZ1	H2A.Z variant histone 1
4790	9.97e-01	5.34e-01	0.174	-0.621404	-0.108278	573.1	NFKB1	nuclear factor kappa B subunit 1
9061	9.97e-01	7.67e-01	0.279	0.296642	0.082752	222.15	PAPSS1	3'-phosphoadenosine 5'-phosphosulfate synthase 1
3033	9.97e-01	9.04e-01	0.301	-0.120858	-0.036438	171.2	HADH	hydroxyacyl-CoA dehydrogenase
58505	9.97e-01	7.09e-01	0.199	-0.373847	-0.074379	741.21	OSTC	oligosaccharyltransferase complex non-catalytic subunit
100093630	9.97e-01	3.97e-01	0.154	-0.847816	-0.130588	2344.05	SNHG8	small nucleolar RNA host gene 8
308	9.97e-01	7.49e-01	0.195	-0.320478	-0.062552	2898.13	ANXA5	annexin A5
11157	9.97e-01	8.12e-01	0.197	0.238379	0.046898	347.21	LSM6	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated
303	9.97e-01	9.30e-01	0.223	-0.088413	-0.019686	6729.38	ANXA2P1	annexin A2 pseudogene 1
5356	9.97e-01	4.21e-01	0.259	0.803996	0.208283	164.42	PLRG1	pleiotropic regulator 1
2244	9.97e-01	6.20e-01	0.188	0.495681	0.092993	8634.37	FGB	fibrinogen beta chain
6307	9.97e-01	8.01e-01	0.206	-0.252665	-0.051954	8084.59	MSMO1	methylsterol monooxygenase 1
1635	9.97e-01	9.63e-01	0.163	0.046013	0.00752	1075.22	DCTD	dCMP deaminase
836	9.97e-01	3.70e-01	0.247	-0.897291	-0.221932	312.36	CASP3	caspase 3
291	9.97e-01	9.74e-01	0.176	0.032793	0.005785	966.76	SLC25A4	solute carrier family 25 member 4
2195	9.97e-01	6.05e-01	0.185	0.516678	0.095499	1162.3	FAT1	FAT atypical cadherin 1
64979	9.97e-01	6.85e-01	0.185	-0.405589	-0.075136	1005.53	MRPL36	mitochondrial ribosomal protein L36
6715	9.97e-01	8.53e-01	0.239	0.184971	0.044299	270.1	SRD5A1	steroid 5 alpha-reductase 1
5562	9.97e-01	7.74e-01	0.204	-0.286876	-0.058385	739.17	PRKAA1	protein kinase AMP-activated catalytic subunit alpha 1
2690	9.97e-01	3.21e-01	0.237	0.992347	0.234705	1084.31	GHR	growth hormone receptor
3672	9.97e-01	4.76e-01	0.173	-0.71212	-0.12325	1009.59	ITGA1	integrin subunit alpha 1
1022	9.97e-01	8.89e-01	0.197	-0.139936	-0.027563	352.14	CDK7	cyclin dependent kinase 7
3074	9.97e-01	5.02e-01	0.171	-0.671953	-0.115156	3834.76	HEXB	hexosaminidase subunit beta
84340	9.97e-01	6.48e-01	0.212	0.456983	0.096736	243.68	GFM2	GTP dependent ribosome recycling factor mitochondrial 2
10412	9.97e-01	7.89e-01	0.179	-0.267973	-0.047889	573.1	NSA2	NSA2 ribosome biogenesis factor
3156	9.97e-01	4.27e-01	0.184	-0.793851	-0.146029	851.65	HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase
153339	9.97e-01	5.50e-01	0.2	-0.59783	-0.119705	666.07	TMEM167A	transmembrane protein 167A
902	9.97e-01	4.66e-01	0.249	0.728195	0.181542	369.56	CCNH	cyclin H
2745	9.97e-01	6.14e-01	0.236	0.504928	0.118972	1354.77	GLRX	glutaredoxin
7905	9.97e-01	6.52e-01	0.167	-0.450724	-0.075398	694.65	REEP5	receptor accessory protein 5
51014	9.97e-01	6.22e-01	0.209	-0.493187	-0.103203	270.5	TMED7	transmembrane p24 trafficking protein 7
5480	9.97e-01	6.51e-01	0.193	-0.451814	-0.087272	1225.86	PPIC	peptidylprolyl isomerase C
8974	9.97e-01	9.03e-01	0.284	0.121879	0.034591	340.2	P4HA2	prolyl 4-hydroxylase subunit alpha 2
10111	9.97e-01	7.15e-01	0.218	0.365107	0.079496	712.2	RAD50	RAD50 double strand break repair protein
2661	9.97e-01	8.35e-01	0.182	-0.207965	-0.037892	656.18	GDF9	growth differentiation factor 9
27089	9.97e-01	8.46e-01	0.181	-0.194473	-0.035153	673.28	UQCRQ	ubiquinol-cytochrome c reductase complex III subunit VII
3308	9.97e-01	9.52e-01	0.212	-0.060662	-0.012843	1787.7	HSPA4	heat shock protein family A (Hsp70) member 4
7416	9.97e-01	7.17e-01	0.161	-0.362428	-0.058188	5987.89	VDAC1	voltage dependent anion channel 1
6500	9.97e-01	7.05e-01	0.149	-0.378942	-0.056396	1434.82	SKP1	S-phase kinase associated protein 1
5515	9.97e-01	5.22e-01	0.191	0.639679	0.122393	600.97	PPP2CA	protein phosphatase 2 catalytic subunit alpha
4090	9.97e-01	9.02e-01	0.168	0.122618	0.020627	1318.42	SMAD5	SMAD family member 5
1958	9.97e-01	8.44e-01	0.384	-0.197229	-0.07576	323.54	EGR1	early growth response 1
2107	9.97e-01	8.43e-01	0.214	0.197472	0.042187	706.04	ETF1	eukaryotic translation termination factor 1
929	9.97e-01	2.97e-01	0.241	-1.043337	-0.251741	625.15	CD14	CD14 molecule
6879	9.97e-01	4.99e-01	0.194	-0.676375	-0.131344	382.69	TAF7	TATA-box binding protein associated factor 7
1452	9.97e-01	8.84e-01	0.276	-0.146464	-0.040425	207.29	CSNK1A1	casein kinase 1 alpha 1
10318	9.97e-01	8.57e-01	0.239	0.18067	0.043208	466.77	TNIP1	TNFAIP3 interacting protein 1
10146	9.97e-01	7.86e-01	0.168	-0.270878	-0.045638	1478.94	G3BP1	G3BP stress granule assembly factor 1
25929	9.97e-01	9.16e-01	0.247	0.106054	0.026144	232.81	GEMIN5	gem nuclear organelle associated protein 5
79646	9.97e-01	9.74e-01	0.179	-0.033169	-0.005925	1740.01	PANK3	pantothenate kinase 3
8992	9.97e-01	5.55e-01	0.178	0.590485	0.104814	4474.72	ATP6V0E1	ATPase H+ transporting V0 subunit e1
1212	9.97e-01	3.85e-01	0.168	0.869178	0.145775	576.33	CLTB	clathrin light chain B
55651	9.97e-01	6.58e-01	0.234	-0.442386	-0.103509	244.73	NHP2	NHP2 ribonucleoprotein
8878	9.97e-01	6.63e-01	0.229	0.435882	0.099715	1568	SQSTM1	sequestosome 1
23061	9.97e-01	8.08e-01	0.178	-0.242487	-0.043278	1354.33	TBC1D9B	TBC1 domain family member 9B
670	9.97e-01	5.03e-01	0.186	-0.669577	-0.124807	1315.66	BPHL	biphenyl hydrolase like
7280	9.97e-01	5.55e-01	0.24	0.590853	0.141589	824.83	TUBB2A	tubulin beta 2A class IIa
6745	9.97e-01	7.92e-01	0.297	-0.263887	-0.07848	155.86	SSR1	signal sequence receptor subunit 1
51522	9.97e-01	6.54e-01	0.194	0.447754	0.086669	619.61	TMEM14C	transmembrane protein 14C
54438	9.97e-01	3.51e-01	0.255	0.932479	0.237608	168.38	GFOD1	glucose-fructose oxidoreductase domain containing 1
63971	9.97e-01	5.61e-01	0.25	0.58107	0.145146	319.36	KIF13A	kinesin family member 13A
7913	9.97e-01	5.95e-01	0.186	-0.531769	-0.098997	725	DEK	DEK proto-oncogene
51053	9.97e-01	7.03e-01	0.25	0.380846	0.095053	196.92	GMNN	geminin DNA replication inhibitor
3018	9.97e-01	5.02e-01	0.345	-0.671611	-0.231949	143.68	H2BC3	H2B clustered histone 3
3006	9.97e-01	6.92e-01	0.176	0.395694	0.069629	1832.75	H1-2	H1.2 linker histone, cluster member
8347	9.97e-01	5.61e-01	0.166	-0.580967	-0.096475	2704.55	H2BC4	H2B clustered histone 4
8334	9.97e-01	5.39e-01	0.164	-0.614056	-0.100815	1734.13	H2AC6	H2A clustered histone 6
3008	9.97e-01	3.76e-01	0.153	0.885812	0.135785	1308.28	H1-4	H1.4 linker histone, cluster member
3017	9.97e-01	9.77e-01	0.19	0.028293	0.005378	1957.28	H2BC5	H2B clustered histone 5
8344	9.97e-01	8.56e-01	0.269	-0.180846	-0.048683	271.59	H2BC6	H2B clustered histone 6
8343	9.97e-01	6.37e-01	0.276	-0.472192	-0.130326	335.88	H2BC7	H2B clustered histone 7
8969	9.97e-01	4.08e-01	0.249	-0.827127	-0.205988	377.22	H2AC11	H2A clustered histone 11
8340	9.97e-01	4.23e-01	0.209	-0.801591	-0.167701	453.23	H2BC13	H2B clustered histone 13
8332	9.97e-01	2.97e-01	0.207	-1.043496	-0.215927	359.05	H2AC16	H2A clustered histone 16
3105	9.97e-01	8.60e-01	0.164	0.175955	0.028938	1909.19	HLA-A	major histocompatibility complex, class I, A
3133	9.97e-01	3.58e-01	0.205	0.918274	0.188405	1248.51	HLA-E	major histocompatibility complex, class I, E
23	9.97e-01	9.47e-01	0.232	-0.066701	-0.015476	371.76	ABCF1	ATP binding cassette subfamily F member 1
3107	9.97e-01	6.97e-01	0.259	-0.389977	-0.100889	293.28	HLA-C	major histocompatibility complex, class I, C
3106	9.97e-01	8.43e-01	0.159	0.198151	0.031498	2272.29	HLA-B	major histocompatibility complex, class I, B
3304	9.97e-01	9.10e-01	0.276	-0.112691	-0.03106	341.9	HSPA1B	heat shock protein family A (Hsp70) member 1B
7923	9.97e-01	5.72e-01	0.243	-0.565021	-0.137335	239.4	HSD17B8	hydroxysteroid 17-beta dehydrogenase 8
6222	9.97e-01	6.51e-01	0.158	-0.452642	-0.071309	2114.94	RPS18	ribosomal protein S18
1432	9.97e-01	9.04e-01	0.235	0.121215	0.02852	373.65	MAPK14	mitogen-activated protein kinase 14
10695	9.97e-01	5.31e-01	0.228	0.625902	0.142702	706.52	CNPY3	canopy FGF signaling regulator 3
3326	9.97e-01	9.71e-01	0.21	0.035847	0.007514	1727.3	HSP90AB1	heat shock protein 90 alpha family class B member 1
51302	9.97e-01	8.30e-01	0.277	0.214936	0.059574	192.39	CYP39A1	cytochrome P450 family 39 subfamily A member 1
4172	9.97e-01	8.06e-01	0.227	-0.245951	-0.055708	266.49	MCM3	minichromosome maintenance complex component 3
9697	9.97e-01	4.69e-01	0.246	-0.724493	-0.178143	249.03	TRAM2	translocation associated membrane protein 2
2729	9.97e-01	5.85e-01	0.209	-0.545722	-0.114093	1057.38	GCLC	glutamate-cysteine ligase catalytic subunit
26054	9.97e-01	8.85e-01	0.206	-0.145039	-0.029816	535.15	SENP6	SUMO specific peptidase 6
5238	9.97e-01	8.03e-01	0.169	0.248988	0.042053	996.35	PGM3	phosphoglucomutase 3
10559	9.97e-01	9.20e-01	0.282	-0.100878	-0.02846	160.61	SLC35A1	solute carrier family 35 member A1
892	9.97e-01	5.69e-01	0.253	-0.569451	-0.144296	145.9	CCNC	cyclin C
10973	9.97e-01	6.18e-01	0.19	-0.499285	-0.095041	1035.32	ASCC3	activating signal cointegrator 1 complex subunit 3
2309	9.97e-01	9.74e-01	0.242	-0.033018	-0.007995	202.22	FOXO3	forkhead box O3
27244	9.97e-01	6.93e-01	0.286	-0.395386	-0.113269	156.61	SESN1	sestrin 1
23097	9.97e-01	4.47e-01	0.251	0.760946	0.191027	173.67	CDK19	cyclin dependent kinase 19
4082	9.97e-01	6.63e-01	0.295	0.435254	0.128404	214.84	MARCKS	myristoylated alanine rich protein kinase C substrate
25842	9.97e-01	4.95e-01	0.287	0.682	0.19563	218.52	ASF1A	anti-silencing function 1A histone chaperone
5110	9.97e-01	3.72e-01	0.17	0.893088	0.151703	1597.27	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase
154043	9.97e-01	7.39e-01	0.202	-0.332524	-0.067123	827.5	CNKSR3	CNKSR family member 3
3482	9.97e-01	8.24e-01	0.222	-0.222472	-0.049342	2147.55	IGF2R	insulin like growth factor 2 receptor
5879	9.97e-01	8.61e-01	0.158	0.174814	0.027616	4732.11	RAC1	Rac family small GTPase 1
11014	9.97e-01	6.96e-01	0.195	-0.390673	-0.076258	1572.05	KDELR2	KDEL endoplasmic reticulum protein retention receptor 2
4697	9.97e-01	7.25e-01	0.263	-0.351797	-0.092666	404.59	NDUFA4	NDUFA4 mitochondrial complex associated
23161	9.97e-01	4.62e-01	0.209	0.736293	0.154239	384.71	SNX13	sorting nexin 13
5898	9.97e-01	8.03e-01	0.262	-0.248836	-0.065161	171.39	RALA	RAS like proto-oncogene A
644	9.97e-01	5.21e-01	0.22	0.642108	0.141045	312.62	BLVRA	biliverdin reductase A
10652	9.97e-01	8.63e-01	0.307	0.172545	0.052921	147.57	YKT6	YKT6 v-SNARE homolog
5478	9.97e-01	7.91e-01	0.157	-0.264509	-0.04149	11672.92	PPIA	peptidylprolyl isomerase A
2887	9.97e-01	3.81e-01	0.267	-0.875551	-0.233894	301.31	GRB10	growth factor receptor bound protein 10
1956	9.97e-01	4.27e-01	0.213	-0.793711	-0.169342	290.15	EGFR	epidermal growth factor receptor
908	9.97e-01	8.59e-01	0.218	-0.178051	-0.038829	2781.21	CCT6A	chaperonin containing TCP1 subunit 6A
2990	9.97e-01	6.35e-01	0.188	-0.474355	-0.089393	1412.82	GUSB	glucuronidase beta
3315	9.97e-01	6.43e-01	0.188	0.462922	0.087173	828.66	HSPB1	heat shock protein family B (small) member 1
5782	9.97e-01	5.60e-01	0.206	-0.582994	-0.120055	346.4	PTPN12	protein tyrosine phosphatase non-receptor type 12
948	9.97e-01	4.32e-01	0.297	-0.784964	-0.233515	1052.33	CD36	CD36 molecule
26872	9.97e-01	4.98e-01	0.24	-0.677705	-0.162849	279.18	STEAP1	STEAP family member 1
1595	9.97e-01	7.40e-01	0.217	0.33205	0.071914	5521.19	CYP51A1	cytochrome P450 family 51 subfamily A member 1
23089	9.97e-01	3.41e-01	0.479	0.951712	0.455932	173.43	PEG10	paternally expressed 10
1577	9.97e-01	7.36e-01	0.273	-0.336677	-0.091853	15698.9	CYP3A5	cytochrome P450 family 3 subfamily A member 5
100861540	9.97e-01	7.81e-01	0.348	-0.277955	-0.096658	693.73	CYP3A7-CYP3A51P	CYP3A7-CYP3A51P readthrough
1551	9.97e-01	7.81e-01	0.348	-0.277955	-0.096658	693.73	CYP3A7	cytochrome P450 family 3 subfamily A member 7
6856	9.97e-01	8.61e-01	0.175	-0.1748	-0.030668	689.88	SYPL1	synaptophysin like 1
4189	9.97e-01	7.04e-01	0.169	0.380276	0.064391	716.33	DNAJB9	DnaJ heat shock protein family (Hsp40) member B9
26136	9.97e-01	7.74e-01	0.325	-0.286877	-0.093214	221.19	TES	testin LIM domain protein
858	9.97e-01	3.30e-01	0.265	0.975054	0.258736	262.64	CAV2	caveolin 2
7982	9.97e-01	9.06e-01	0.217	-0.11779	-0.025591	501	ST7	suppression of tumorigenicity 7
9296	9.97e-01	9.83e-01	0.204	0.021299	0.00435	1242.93	ATP6V1F	ATPase H+ transporting V1 subunit F
5645	9.97e-01	4.99e-01	0.325	0.676383	0.219941	150.46	PRSS2	serine protease 2
3638	9.97e-01	4.64e-01	0.228	-0.733	-0.167326	4149.89	INSIG1	insulin induced gene 1
9690	9.97e-01	5.37e-01	0.302	0.617895	0.186844	154.93	UBE3C	ubiquitin protein ligase E3C
10049	9.97e-01	5.07e-01	0.244	0.663893	0.161873	184.54	DNAJB6	DnaJ heat shock protein family (Hsp40) member B6
2222	9.97e-01	8.11e-01	0.24	0.238851	0.057364	481.83	FDFT1	farnesyl-diphosphate farnesyltransferase 1
5108	9.97e-01	4.01e-01	0.179	0.839508	0.150227	383.94	PCM1	pericentriolar material 1
9	9.97e-01	7.07e-01	0.251	-0.375834	-0.094363	255.68	NAT1	N-acetyltransferase 1
10	9.97e-01	4.07e-01	0.236	-0.82861	-0.195896	406.28	NAT2	N-acetyltransferase 2
526	9.97e-01	9.32e-01	0.227	-0.084731	-0.01922	1204.02	ATP6V1B2	ATPase H+ transporting V1 subunit B2
2039	9.97e-01	4.37e-01	0.23	-0.777482	-0.179208	230.8	DMTN	dematin actin binding protein
8795	9.97e-01	3.69e-01	0.228	0.897807	0.204741	823.03	TNFRSF10B	TNF receptor superfamily member 10b
665	9.97e-01	7.17e-01	0.185	-0.36217	-0.06684	665.16	BNIP3L	BCL2 interacting protein 3 like
2053	9.97e-01	7.42e-01	0.211	0.328627	0.069238	854.42	EPHX2	epoxide hydrolase 2
1191	9.97e-01	7.72e-01	0.251	-0.289526	-0.072694	1237.41	CLU	clusterin
10671	9.97e-01	8.44e-01	0.16	-0.196969	-0.031582	1049.66	DCTN6	dynactin subunit 6
2961	9.97e-01	7.36e-01	0.225	-0.336961	-0.075949	206.96	GTF2E2	general transcription factor IIE subunit 2
1978	9.97e-01	9.35e-01	0.164	-0.081422	-0.013359	1342.83	EIF4EBP1	eukaryotic translation initiation factor 4E binding protein 1
27257	9.97e-01	5.92e-01	0.225	-0.535384	-0.12068	245.93	LSM1	LSM1 homolog, mRNA degradation associated
7994	9.97e-01	3.15e-01	0.241	1.00507	0.241937	320.15	KAT6A	lysine acetyltransferase 6A
114926	9.97e-01	9.63e-01	0.176	-0.046201	-0.008131	773.22	SMIM19	small integral membrane protein 19
1052	9.97e-01	7.41e-01	0.246	-0.330027	-0.081243	349.67	CEBPD	CCAAT enhancer binding protein delta
10434	9.97e-01	9.68e-01	0.157	0.039869	0.006263	1504.82	LYPLA1	lysophospholipase 1
29088	9.97e-01	3.53e-01	0.21	-0.929346	-0.194866	638.91	MRPL15	mitochondrial ribosomal protein L15
6224	9.97e-01	6.45e-01	0.154	0.460206	0.071022	1034.99	RPS20	ribosomal protein S20
10987	9.97e-01	8.90e-01	0.255	0.138289	0.035272	314.99	COPS5	COP9 signalosome subunit 5
23471	9.97e-01	8.51e-01	0.154	0.187834	0.028949	1389.62	TRAM1	translocation associated membrane protein 1
6921	9.97e-01	7.76e-01	0.163	-0.284948	-0.046527	3099.86	ELOC	elongin C
2167	9.97e-01	9.12e-01	0.621	-0.110259	-0.068429	8473.87	FABP4	fatty acid binding protein 4
760	9.97e-01	9.75e-01	0.267	0.031815	0.008496	269.01	CA2	carbonic anhydrase 2
8895	9.97e-01	8.80e-01	0.174	-0.150465	-0.026206	838.95	CPNE3	copine 3
5440	9.97e-01	6.29e-01	0.151	-0.483653	-0.073092	1455.59	POLR2K	RNA polymerase II, I and III subunit K
7534	9.97e-01	5.73e-01	0.225	-0.56365	-0.126599	311.64	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta
1807	9.97e-01	5.91e-01	0.24	0.537805	0.1291	2017.83	DPYS	dihydropyrimidinase
105375692	9.97e-01	5.91e-01	0.24	0.537805	0.1291	2017.83	LOC105375692	uncharacterized LOC105375692
3646	9.97e-01	7.60e-01	0.155	-0.305742	-0.04737	4174.95	EIF3E	eukaryotic translation initiation factor 3 subunit E
5885	9.97e-01	5.66e-01	0.196	-0.574419	-0.11239	352.89	RAD21	RAD21 cohesin complex component
2131	9.97e-01	7.63e-01	0.244	-0.301898	-0.073637	894.32	EXT1	exostosin glycosyltransferase 1
114569	9.97e-01	4.33e-01	0.255	0.784072	0.199708	346.64	MAL2	mal, T cell differentiation protein 2
28998	9.97e-01	6.33e-01	0.209	0.478147	0.099897	413.26	MRPL13	mitochondrial ribosomal protein L13
9897	9.97e-01	5.55e-01	0.169	0.589618	0.099437	771.73	WASHC5	WASH complex subunit 5
4609	9.97e-01	7.94e-01	0.39	0.261735	0.102112	615.36	MYC	MYC proto-oncogene, bHLH transcription factor
6482	9.97e-01	6.37e-01	0.273	0.47223	0.128691	155.23	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1
10656	9.97e-01	2.99e-01	0.204	1.037669	0.211552	456.51	KHDRBS3	KH RNA binding domain containing, signal transduction associated 3
7264	9.97e-01	3.86e-01	0.214	0.867542	0.185889	221.25	GFUS	GDP-L-fucose synthase
51160	9.97e-01	7.78e-01	0.294	0.282487	0.083054	193.96	VPS28	VPS28 subunit of ESCRT-I
6132	9.97e-01	3.05e-01	0.161	-1.026328	-0.165464	2600.12	RPL8	ribosomal protein L8
55871	9.97e-01	6.58e-01	0.201	0.442201	0.088774	426.59	ZNG1A	Zn regulated GTPase metalloprotein activator 1A
